doccano task,Segment,label
1-s2.0-S0006320709005400-main.pdf.tei_38,The countries of the dense [forest] in 1 9 8 8 1 9 8 9 1 9 9 0 1 9 9 1 1 9 9 2 1 9 9 3 1 9 9 4 1 9 9 5 1 9 9 6 1 9 9 7 1 9 9 8 1 9 9 9 2 0 0 0 2 0 0 1 2 0 0 2 2 0 0 3 2 0 0 4 2 0 0 5 2 0 0 6 2 0 0 7 Year Area harvested (000 sq,0
1-s2.0-S0169204617300270-main.pdf.tei_133,"Furthermore, the general infrastructural develop-ment of electricity and hospitals, for example, as drivers of [urban] development could not be confirmed",1
1-s2.0-S0301479717300713-main.pdf.tei_248,"P13: … historically, everywhere you go, there is this sacred grove where they leave, and it\'s a gallery … a [forest] with all the medicinal plants and so on",0
1-s2.0-S0006320709005400-main.pdf.tei_68,"), although more species of flying beetles were caught in traps in [fallow] than in near-primary [forest]",0
1-s2.0-S0303243414001718-main.pdf.tei_15,"The near infra-red channel facilitates the distinction between individual trees and their environment, as trees and [shrubs] are the only form of vegetation that remain green during the dry season",0
1-s2.0-S0168192311001122-main.pdf.tei_113,"Changes in cropland area from 2000 to 2025 in the [land use ]scenario L2 (Menz et al., 2010).', 'graphic': {'@coords': '6,122.45,55.83,360.00,251.71', '@type': 'bitmap'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@xml:id': 'fig_7', 'head': 'Fig",0
1-s2.0-S0301479717300713-main.pdf.tei_13,"Conversely, climate change as one of the emerging drivers of [LULCC] is difficult to detect and quantify in the short term",1
1-s2.0-S030438781000043X-mainext.pdf.tei_50,"For each, the proportion [fallow] is taken as a proxy for the ratio of length of [fallow] to length of [cultivation] for plots of that type.', 'For Type I data sets, the specification used in the empirical analysis is:', {'ref': {'@type': 'bibr', '@target': '#b74', '#text': 'Honoré (1992)'},",1
1-s2.0-S030438781000043X-mainext.pdf.tei_50pt_2,"#text': 'Here, y ihct is the investment of interest on plot i, in household h, planted to [crop] c, in year or season t",0
1-s2.0-S0167880913003502-main.pdf.tei_127,"Further research should address the differences in N availability patterns and distributions, N use efficiencies and N losses under different CA [crop] rotations.', '• How do [crop] rotations with legumes (and which legumes) affect N availability and use efficiency differently in CA compared to conventional systems? • Does increased N use efficiency translate into reductions in the amount of fertilizer N needed to attain the same yields as with conventional [agriculture]? • Do the different patterns of N availability (increased immobilization and slower release) with CA result in decreased N leaching? Currently there are opposing processes that have been proposed, one that less available N results in less leaching and another that increased macropore continuity with CA will lead to increased losses of N through leaching",0
1-s2.0-S0301479717300713-main.pdf.tei_211,"Awen-Naam (2011) minor driver'}]}, {'cell': ['Technological drivers', {'@cols': '2', '#text': 'Science and research Credits by family, bank, government or NGOs'}, {'@cols': '2', '#text': 'Goes beyond ""improved [crop] types"": development of new strategies of [land use ]Bugri (2008) no driver, Schindler (2009), Awen-Naam (2011) no driver but'}]}, {'cell': [None, None, None, {'@cols': '2', '#text': 'practice, new [land use ]systems and possible value chains would help'}]}, {'cell': ['Technological drivers', 'Service by extension officers Science and research', None, 'e', 'The support by extension officers for rural farmers, e.g",0
1-s2.0-S095937809800003X-main.pdf.tei_32,"Manure is therefore not more easily available to the farmers and it becomes beneficial for the farmers to raise livestock on the farm to ensure manure as a means to compensate for nutrients lost during [cultivation].'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The case'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'The regional context', 'p': [{'ref': {'@type': 'figure', '@target': '#fig_2', '#text': '1'},",0
1-s2.0-S095937809800003X-main.pdf.tei_32pt_2,#text': 'The field work on which the present study is based was conducted in the Oudalan Province in the northern part of Burkina Faso,0
1-s2.0-S003442571730041X-main.pdf.tei_43,"For each year, 20 cropped fields and 20 fallowed fields were sampled to meet the requirement that each sample should cover at least one 250 m MODIS pixel.'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.3.', '#text': 'Extraction of [seasonal] NDVI signatures for cropped and fallowed fields'}, 'p': {'ref': [{'@type': 'figure', '@target': '#fig_6', '#text': '5a'}, {'@type': 'bibr', '@target': '#b35', '#text': '(Jönsson and Eklundh, 2004)'}, {'@type': 'bibr', '@target': '#b9', '#text': '(Brandt et al., 2016;'}, {'@type': 'bibr', '@target': '#b15', '#text': 'Diouf et al., 2015;'}, {'@type': 'bibr', '@target': '#b20', '#text': 'Fensholt et al., 2015;'}, {'@type': 'bibr', '@target': '#b44', '#text': 'Olsson et al., 2005;'}, {'@type': 'bibr', '@target': '#b57', '#text': 'Wang et al., 2015)'}, {'@type': 'table', '@target': '#tab_1', '#text': '2'}, {'@type': 'bibr', '@target': '#b9', '#text': '(Brandt et al., 2016)'}], '",0
1-s2.0-S003442571730041X-main.pdf.tei_43pt_2,"#text': 'The NDVI signatures of cropped and fallowed fields for each year were composed of 46 NDVI values (using the 8-day temporal resolution MODIS product), each calculated by averaging the NDVI values of the above mentioned 40 samples of cropped (20) and fallowed fields (20) generated for a given year",0
1-s2.0-S0264837715302131-main.pdf.tei_53,Most of the transformed [forest] converted to woodland (3.6%) and tree [savanna] (1.5%),2
1-s2.0-S0301479717300713-main.pdf.tei_198,"drought-adapted plant species using less [water]; plants with short maturing periods Use of wood Cutting and collecting branches and other tree parts for household purposes, livestock feeding or for selling Mining Extraction of sand, gravel, stones and other resources for construction or digging for gold, e.g",0
1-s2.0-S0169204617300270-main.pdf.tei_5,"Expert opinion indicated that [land use ]planning fails due to the lack of implementation of legal regulations, to the customary land tenure and lack of participation of local citizens in the planning process",0
1-s2.0-S0308521X12000157-main.pdf.tei_15,"Thanks to such schemes, SSA smallholders now produce the bulk of such export crops as cut flowers, tea, coffee, cocoa, and [cotton]."", {'ref': [{'@type': 'bibr', '@target': '#b74', '#text': '(Rey and Waters-Bayer, 2001)'}, {'@type': 'bibr', '@target': '#b76', '#text': '(Rogers, 1961)'}, {'@type': 'bibr', '#text': '(Röling, 1988, pp",0
1-s2.0-S0301479717300713-main.pdf.tei_259,"So, people now would go into [cultivation] of mangos and the support they would derive from the government",1
1-s2.0-S030438781000043X-mainext.pdf.tei_63,"Results here will differ from due to the different estimator, different included controls, lack of spatial fixed effects, and use of household-[crop] effects",0
1-s2.0-S0140196314000536-main.pdf.tei_56,New settlements caused an initial decrease of the vegetation due to [land use ]change (bushland to fields),2
1-s2.0-S0301479717300713-main.pdf.tei_109,"However, the consideration of four different methods for analysing drivers of [LULCC] has the advantage that information can be incorporated into another method and that their outcomes can be compared cross-tabulated",0
1-s2.0-S030438781000043X-mainext.pdf.tei_11,"Where credit markets exist, other assets, such as [urban] plots or attachment of salaries, may make better collateral",0
1-s2.0-S0301479717300713-main.pdf.tei_210,"(2013), Bugri (2008), Yaro (2007), Agyemang (2012), Schindler'}]}, {'cell': [None, None, None, {'@cols': '2', '#text': 'related to [agriculture], education, health and economy) (2009), Owusu et al",0
1-s2.0-S0169204617300270-main.pdf.tei_20,"The British Town and Country Planning Act of specified procedures for controlling [urban] sprawl, for example, by seeking permission from the local council, and by slum clearance",0
1-s2.0-S0301479717300713-main.pdf.tei_213,"laws against bush fires, driver, Awen-Naam (2011)'}]}, {'cell': ['Political drivers', 'Governmental laws', None, {'@cols': '2', '#text': 'laws for [forest] protection Agyemang (2012) as negative for mining and conflict with Fulani'}]}, {'cell': [None, 'National agricultural programmes National agricultural programmes', None, {'@cols': '2', '#text': 'Projects and programmes for developing [agriculture] in the UER, provided by Schindler (2009)'}]}, {'cell': [None, 'Fertilizer subsidies', None, {'@cols': '2', '#text': 'government, e.g",0
1-s2.0-S0303243414001718-main.pdf.tei_39,"Extensive [land use ]changes have characterized the past fifty years, confirming the studies of , and",1
1-s2.0-S016788090800131X-main.pdf.tei_46,"Apparently, the proximity of Yale ´to the road made influx of people higher than Boala, which is in line with the important synergetic cause-effect relation between population-infrastructure and agricultural expansion on tropical [deforestation]",1
1-s2.0-S0006320709005400-main.pdf.tei_90,"Butterfly communities in [forest] fragments were affected by edges to a distance of at least 100 m; large fragments supported more [forest] species, but small fragments also held considerable species richness and facilitated dispersal",0
1-s2.0-S0264837701000205-main.pdf.tei_19,"Furthermore, issues such as state politics, market incentives, climate variations, and access to land and [water] resources are generally acknowledged factors determining the trajectory of [land use ]change .'}, {'ref': [{'@type': 'bibr', '#text': '(Turner et al., 1993)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}, {'@type': 'bibr', '@target': '#b69', '#text': '(White, 1961;'}, {'@type': 'bibr', '@target': '#b68', '#text': 'Wescoat, 1987)'}, {'@type': 'bibr', '@target': '#b23', '#text': 'Kull (1998)'}], '",1
1-s2.0-S0264837701000205-main.pdf.tei_19pt_2,"#text': ""What is missing is a means to link this multitude of explanations to an overall understanding of the process that leads to transformation, an approach that handles a variety of intertwined, yet distinct explanations",0
1-s2.0-S0301479717300713-main.pdf.tei_169,"P6: From my perspective, the [land use ]aspect that is degrading the land is including the fire … P7: But that aspect where people don\'t want to plant trees is because of the bush fires",1
1-s2.0-S0301479717300713-main.pdf.tei_21,"Knowledge of relevant driving forces and their impact on gains or losses in ecosystem services contributes to provide consultations for sustainable development by delivering improved decision criteria and policy advice .'}, 'The objectives of our study are to identify and characterise the most relevant driving forces of [LULCC] in the Upper East Region located in the Sudanian and Guinean [Savannah] Zone of northern Ghana",0
1-s2.0-S003442571730041X-main.pdf.tei_46,"[Seasonal] metrics were extracted on an annual basis from the MODIS NDVI time series using the Timesat software (http://web.nateko.lu.se/ timesat/timesat.asp) , which is a widelyused tool to analyze satellite time series in relation to vegetation phenology",0
1-s2.0-S0264837701000205-main.pdf.tei_2,"It is proposed that models of [land use ]pattern trajectories as well as of resilience of [land use ]systems have to recognise a strong random element related to unforeseeable events.'}
Body Content:
div: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Introduction', 'p': [""A priori judgements about the importance or character of man's use of land dominate official documents, such as international conventions and National Environmental Action Plans, which underpin environmental and natural resource management politics",0
1-s2.0-S0006320709005400-main.pdf.tei_71pt_2,"#text': 'While natural [forest] has declined across West Africa, plantations, often but not always of non-native species, have been established to help meet increased demand for timber, fuelwood and pulp",1
1-s2.0-S016788090800131X-main.pdf.tei_55,"In general, land tenure issue in the country is still a subject of contention, as the Land Reform seems not to be fully applied.'}, {'ref': [{'@type': 'bibr', '@target': '#b31', '#text': 'Ouedraogo (2001)'}, {'@type': 'bibr', '@target': '#b32', '#text': '(Ouedraogo, 2002;'}, {'@type': 'bibr', '#text': 'Stakeholders communication in 2003)'}], '#text': 'Several factors contribute to a more complex [land use ]dynamics pattern when studied at a regional scale",0
1-s2.0-S016788090800131X-main.pdf.tei_70pt_2,"#text': 'a Data readapted by authors after Ouedraogo (2002).'}, None]}]}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_4', 'head': 'Table 6', 'label': '6', 'figDesc': 'Farm characteristics (mean AE S.D.), farming techniques and access to land by native and migrant populations in Bola and Yale ´villages', 'table': {'row': [{'cell': ['Items', 'Native farmers', 'Migrant farmers']}, {'cell': ['Farm characteristics', None, None]}, {'cell': ['Crops area per farmer (ha)', '3.8 AE 1.9', '4.8 AE 3.3']}, {'cell': ['Farming duration (year)', '12 AE 10', '16 AE 8']}, {'cell': ['Labor average size per farmer', '4 AE 2', '7 AE 4']}, {'cell': ['Farming techniques (%)', None, None]}, {'cell': ['Manual techniques user', '9', '9']}, {'cell': ['Oxen plough users', '21', '25']}, {'cell': ['Small ruminant rearing', '13', '19']}, {'cell': ['Off-farm activities', '17', '17']}, {'cell': ['Form of access to land (%)', None, None]}, {'cell': ['Access to land by gift', '86', '9']}, {'cell': ['Access to land by loan', '14', '91']}]}}]",0
1-s2.0-S0304387816300670-main.pdf.tei_212,"to coast)/1000', 'À 1.83', '47.6', None, None, None]}, {'cell': [None, '(94.1)', '(96.7)', None, None, None]}, {'cell': ['Notes: Table 4', None, None, None, None, None]}, {'cell': [{'@cols': '2', '#text': 'Moisture change and [urbanization]: heterogeneity by industry and aridity.'}, None, None, None, None]}, {'cell': [None, '(1)', None, '(2)', None, '(3)']}, {'cell': ['Δmoisture', 'À 0.385 nn', None, 'À 1.385 nnn', None, 'À 1.493 nnn']}, {'cell': [None, '(0.180)', None, '(0.414)', None, '(0.417)']}, {'cell': ['Δmoisture Â 1(base moisture41)', '0.783 nnn', None, '0.638', None, '0.641']}, {'cell': [None, '(0.300)', None, '(0.712)', None, '(0.731)']}, {'cell': ['Δmoisture Â (9 -#modern industries)', None, None, '0.117 nn', None, None]}, {'cell': [None, None, None, '(0.0482)', None, None]}, {'cell': ['Δmoisture Â (14 -#all industries)', None, None, None, None, '0.0833 nnn']}, {'cell': [None, None, None, None, None, '(0.0311)']}, {'cell': ['Δmoisture Â (9 -#modern industries) Â 1(base moisture41)', None, None, '0.0191', None, None]}, {'cell': [None, None, None, '(0.0868)', None, None]}, {'cell': ['Δmoisture Â (14 -#all industries) Â 1(base moisture4 1)', None, None, None, None, '0.0124']}, {'cell': [None, None, None, None, None, '(0.0584)']}, {'cell': ['F-test that base moisture and its interactions are jointly zero', None, None, '2.44', None, '2.54']}, {'cell': ['P-value', None, None, '0.0249', None, '0.0202']}, {'cell': ['Notes:', None, None, None, None, None]}]}, 'note': {'p': 'n p o 0.1, **p o 0.05, ***p o 0.01.'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_3', 'head': 'Table 5', 'label': '5', 'figDesc': ""Effect of moisture change on national [urbanization] and primacy",0
1-s2.0-S0140196310000893-main.pdf.tei_36,"As quoted by the higher the [land use ]intensity, the lower the fire frequency: indeed our results attest the high frequency of fire inside protected areas and on gravelly soils and hardpan complexes unsuitable for [agriculture]",1
1-s2.0-S0140196310000893-main.pdf.tei_48,"As expected, plant species statistically linked with frequent fire landscape units are typical of sudanian [savanna]: many are endemic to the sudanian area, many are perennial [grasses] ethe constituent life form of sudanian savannas , some are woody species typical of sudanian woodlands e",1
1-s2.0-S0168192311001122-main.pdf.tei_37,"According to it was assumed .'}, {'ref': {'@type': 'table', '@target': '#tab_0', '#text': '1'}, '#text': 'that only 25% of the non-cropped bush-grass-[savanna] is available as [fallow] in the [maize]-[fallow] rotation",2
1-s2.0-S0167880913003502-main.pdf.tei_3,Conservation [agriculture] can also affect the underlying biodiversity that supports many ecosystem services,0
1-s2.0-S0304387816300670-main.pdf.tei_225,"Solving the monopolistic competition problem, the equilibrium wage of a worker in the manufacturing sector has the form', 'table': {'row': [{'cell': [None, '(1)', None, None, None, None, None, '(2)', '(3)']}, {'cell': ['Δmoisture', 'À 0.0761', None, None, None, None, None, 'À 1.064***', 'À 1.164***']}, {'cell': [None, '(0.146)', None, None, None, None, None, '(0.395)', '(0.380)']}, {'cell': ['Δmoisture Â (9 -#modern industries)', None, None, None, None, None, None, '0.116***']}, {'cell': [None, None, None, None, None, None, None, '(0.0391)']}, {'cell': ['Δmoisture Â (14 -#all industries)', None, None, None, None, None, None, '0.0824***']}, {'cell': [None, None, None, None, None, None, None, '(0.0249)']}, {'cell': ['(9 -#modern industries)/1000', None, None, None, None, None, None, 'À 0.51']}, {'cell': [None, None, None, None, None, None, None, '(1.41)']}, {'cell': ['(14 -#all industries)/1000', None, None, None, None, None, None, '0.131']}, {'cell': [None, None, None, None, None, None, None, '(0.787)']}, {'cell': ['Initial share [urban]/1000', 'À 48.9***', None, None, None, None, None, 'À 55.0***', 'À 52.0***']}, {'cell': [None, '(7.22)', None, None, None, None, None, '(8.48)', '(8.08)']}, {'cell': ['ln(distance to coast)/1000', '1.43', None, None, None, None, None, '1.55', '1.47']}, {'cell': [None, '(1.59)', None, None, None, None, None, '(1.66)', '(1.66)']}, {'cell': ['Observations', '717', None, None, None, None, None, '717', '717']}, {'cell': ['R-squared', '0.605', None, None, None, None, None, '0.607', '0.607']}, {'cell': [{'@cols': '2', '#text': 'Notes: ( = m'}, '∫ 0 n', '() zh 1/ 1 ( + ) ε', ') d h 1', '+', 'ε', 'where output of any intermediate input producer em-']}, {'cell': [None, {'@cols': '4', '#text': 'ploying ( ) l h workers is'}, {'@cols': '3', '#text': 'γ ( ) = ( ) -z h l h'}, 'λ', 'and n ε']}]}, 'note': {'p': {'p': '27', '#text': 'In the latter context, output of any final goods firm is'}}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@type': 'table', '@xml:id': 'tab_12', 'head': None, 'label': None, 'figDesc': 'These have forms respectively:', 'table': {'row': {'cell': ['= L N U', '( -1', 't N U', ')', ';', '( )= Ru', '( w t N 2 U', '-) u 4 ;t o t a lr e n t s', '=', 'w t N U', '2']}}}]
note: [{'@xmlns': 'http://www.tei-c.org/ns/1.0', '@place': 'foot', '@n': '2', '@xml:id': 'foot_0', 'p': 'http://data.worldbank.org/data-catalog/world-development-indicators",0
1-s2.0-S0304387816300670-main.pdf.tei_165,"In summary, our rainfall and extent of industry results are not masking the effect of conflicts.']}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '7.2.', '#text': 'Micro evidence on migration choices of rural residents'}, 'p': ['We postulate that climate deterioration drives farmers to move into [urban] traded good activity, as represented by manufacturing, when such activity exists",0
1-s2.0-S0264837701000205-main.pdf.tei_31,"on [land use ]patterns.""}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Tenure and land use', 'p': [{'ref': [{'@type': 'bibr', '@target': '#b38', '#text': '(Place et al., 1994;'}, {'@type': 'bibr', '@target': '#b25', '#text': 'Le Roy et al., 1996)'}, {'@type': 'bibr', '@target': '#b45', '#text': 'Reenberg and Lund (1998)'}, {'@type': 'bibr', '@target': '#b1', '#text': '(Baldry et al., 1995;'}, {'@type': 'bibr', '@target': '#b29', '#text': 'McMillan, 1995)'}],",0
1-s2.0-S0264837701000205-main.pdf.tei_31pt_2,"#text': ""One obvious premise for land expansion is that idle, uncultivated land must be available to the farmer",0
1-s2.0-S0140196322000143-main.pdf.tei_95,"Varaince analysis of interannal differences: the probability p < 0.05 of the models per [land use ]is indicated by *; significant mean differences (Studer-Newman-Keuls test at p < 0.05) are indicated by thicked bar borders.'}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', '@xml:id': 'fig_4', 'head': 'Fig",0
1-s2.0-S016788090800131X-main.pdf.tei_13,"Recently, obtained a [deforestation] rate of 11% in the [grassland] areas and a degradation of 17% in the woodlands of the northern region of Ghana for the period 1984-1999, which has a similar ecological zone as the southern Burkina Faso",2
1-s2.0-S0304387816300670-main.pdf.tei_78,"Fortunately, as noted by Moradi (2005), the Oxford Regional Economic Atlas, Africa (Ady, 1965) maps all industries by type and [city] location in Africa, based on an in-depth analysis from a variety of sources from the late 1950s and early 1960s",0
1-s2.0-S0264837701000205-main.pdf.tei_21,"Thus, perception of [land use ]dynamics should include a hierarchy of spatial scales",0
1-s2.0-S030438781000043X-mainext.pdf.tei_97,"Together, these suggest that if African [agriculture] becomes more input-intensive in the future, tenure security will become less important",1
1-s2.0-S030438781000043X-mainext.pdf.tei_40,"In a sample of small commercial farmers, considers plantation crops (23% of farmers), long-term investments (irrigation, 3%; buildings, 73%; paddocks, 5%; and fencing, 38%), and medium term improvements such as soil and [water] conservation or manuring as the possible investment outcomes affected by land tenure",0
1-s2.0-S0169204617300270-main.pdf.tei_21,"During independence, informal [urban] sprawl increased considerably, and public hygiene as well as environmental quality declined",1
1-s2.0-S0301479717300713-main.pdf.tei_168,"They do this surface and pit mining up to a shallow depth.""}, '(continued on next page)'], 'formula': {'@xml:id': 'formula_3', '#text': '(continued )'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': 'Classification of driver Drivers of [LULCC] Interviews', 'p': ['Associated with this mining, illegal mining, they clear the land",0
1-s2.0-S235198941500102X-main.pdf.tei_17,"The processing of single date image is faster as compared to multi-temporal classification.'}, {'ref': [{'@type': 'bibr', '@target': '#b49', '#text': '(Nacoulma et al., 2011;'}, {'@type': 'bibr', '@target': '#b55', '#text': 'Ouedraogo et al., 2008)'}, {'@type': 'bibr', '@target': '#b7', '#text': '(Bognounou et al., 2009;'}, {'@type': 'bibr', '@target': '#b32', '#text': 'Kadeba et al., 2015;'}, {'@type': 'bibr', '@target': '#b57', '#text': 'Paré et al., 2008;'}, {'@type': 'bibr', '@target': '#b66', '#text': 'Sop et al., 2011)'}, {'@type': 'bibr', '@target': '#b25', '#text': '(Geist and Lambin, 2001;'}, {'@type': 'bibr', '@target': '#b29', '#text': 'Ikpa et al., 2009)'}, {'@type': 'bibr', '@target': '#b64', '#text': '(Schulz et al., 2011)'}],",0
1-s2.0-S235198941500102X-main.pdf.tei_17pt_2,"#text': 'In Burkina Faso, several studies have focused on protected areas and on analyzing distribution patterns of vegetation regarding land degradation or [deforestation] , while little attention has been paid to the underlying processes generating such change",0
1-s2.0-S0169204617300270-main.pdf.tei_52,"Takoradi is part of the twin [city] Sekondi-Takoradi (merged in 1946) with roughly 170,000 inhabitants",0
1-s2.0-S016788090800131X-main.pdf.tei_54,"However, recent studies have shown that there is an emerging issue of access to [forest] resources by migrants in the region, particularly in Bougnounou district",0
1-s2.0-S0308521X12000157-main.pdf.tei_17,"It had not made a dent in the low productivity of smallholder food [crop] farming.""}, {'ref': {'@type': 'bibr', '#text': '(Inter-Academy Council, 2004)'}, '#text': 'TSP is based on the assumption that in order to boost yields we need research so that farmers can make most of its results",0
1-s2.0-S0167880913003502-main.pdf.tei_25,"Climate (rainfall and temperature), soil type (texture and mineralogy), and nutrient and [water] availability are the primary determinants of biomass production and decomposition rates",0
1-s2.0-S0304387816300670-main.pdf.tei_166,"Most are likely to be related to social and farm-related business trips, rather than [seasonal] migration",0
1-s2.0-S0301479717300713-main.pdf.tei_19,A holistic approach across disciplines with a focus on direct and indirect influences causing [LULCC] is needed for a comprehensive driver analysis which is still rarely conducted in land system science,0
1-s2.0-S0301479717300713-main.pdf.tei_37,"GIS data on [roads], rivers, dams and settlements were provided by the GLOWA Volta Project and population grids were acquired from a gridded population of the world database from the Socio-Economic Data and Applications Center .'}, {'ref': [{'@type': 'figure', '@target': '#fig_3', '#text': '3'}, {'@type': 'table', '@target': '#tab_1', '#text': '2'}, {'@type': 'bibr', '@target': '#b33', '#text': '(Friedl et al., 2010)'}], '#text': 'Fig",0
1-s2.0-S0168192311001122-main.pdf.tei_17,"Recently, presented a method to estimate [fallow] availability based on remote sensing data and model simulations and demonstrated their relationship with [crop] yields at the sub-basin and district scale",0
1-s2.0-S0308521X12000157-main.pdf.tei_33,Globalization of trade and the import of cheap food to satisfy [urban] electorates has exposed African smallholders to preemptive competition from OECD farmers who for over 50 years have received state support that allowed them to capture economies of scale,0
1-s2.0-S030438781000043X-mainext.pdf.tei_83,"The significance of the results here is more modest than in the GLSS; land rights positively predict the proportion of land kept [fallow], and negatively predict the use of hired labor",0
1-s2.0-S235198941500102X-main.pdf.tei_9,[Deforestation] is a widespread problem around the world,0
1-s2.0-S0140196322000143-main.pdf.tei_39,"Variables were recorded separately for trees and [shrubs], and then, for all woody plants together",0
1-s2.0-S0140196310000893-main.pdf.tei_6,The capacity of some of these so-called dry [forest] species to colonize unburnt areas has also been demonstrated,1
1-s2.0-S0304387816300670-main.pdf.tei_84,"The growth specification removes the effect of timeinvariant district characteristics (distance to other locations such as the coast, soil quality and the like) on [urbanization] levels",0
1-s2.0-S0167880913003502-main.pdf.tei_55,"The relative contribution of these two N pathways to N 2 O formation depends on episodic changes in soil aeration and [water] filled pore space (WFPS).', {'ref': [{'@type': 'bibr', '@target': '#b32', '#text': '(Dalal et al., 2003;'}, {'@type': 'bibr', '@target': '#b84', '#text': 'Kiese et al., 2002;'}, {'@type': 'bibr', '@target': '#b182', '#text': 'Werner et al., 2006)'}, {'@type': 'bibr', '@target': '#b180', '#text': '(Weier et al., 1993;'}, {'@type': 'bibr', '@target': '#b32', '#text': 'Dalal et al., 2003)'}], '",0
1-s2.0-S0167880913003502-main.pdf.tei_55pt_2,"#text': 'The frequency and magnitude of N 2 O emissions is linked to soil structure which is a function of bulk density, soil C and aggregation, all influenced by tillage practices and residue inputs",0
1-s2.0-S0301479717300713-main.pdf.tei_77,"However, diverging expert statements were made on bush fires as driver of [LULCC] (mentioned by 62%)",0
1-s2.0-S0301479717300713-main.pdf.tei_60,"Experts underpinned that, currently, every nonagricultural plot of land is bare or marginal land which cannot be used for [agriculture].'}, {'ref': {'@type': 'bibr', '@target': '#b50', '#text': 'Kleemann et al., 2017)'}, '#text': 'Even though the geo-statistical analysis cannot prove a change in [urban] area, 62% of the experts stated that there was an increase in [urban] area (conversion of cropland to [urban], see also .'}]}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.2.', '#text': 'Identified drivers of [LULCC] by single methods'}}, {'@xmlns': 'http://www.tei-c.org/ns/1.0', 'head': {'@n': '3.2.1.', '#text': 'Identified drivers of [LULCC] by geospatial analysis'}, 'p': {'ref': [{'@type': 'table', '@target': '#tab_5', '#text': '6'}, {'@type': 'table', '@target': '#tab_5', '#text': '6'}],",0
1-s2.0-S0301479717300713-main.pdf.tei_60pt_2,"#text': 'The multiple regression analysis of remote sensing data showed that each of the drivers is interrelated to one or more different [LULCC] with a different significance level (Table, Annex 5)",0
1-s2.0-S0304387816300670-main.pdf.tei_155,"It is thus possible the [urbanization] we see is the result of people seeking the protection sometimes offered by cities, rather than their job opportunities",0
1-s2.0-S0264837701000205-main.pdf.tei_59,"Substantial changes in [land cover] and [land use ]are referred to, although systematic studies which deal with spatial aspects are still scarce in spite of the growing evidence concerning other aspects of [agricultural land] use changes in Africa .'}, {'ref': [{'@type': 'bibr', '@target': '#b35', '#text': '(Naveh, 1989)'}, {'@type': 'bibr', '@target': '#b9', '#text': '(Brouwers, 1993;'}, {'@type': 'bibr', '@target': '#b28', '#text': 'Mazzucato and Niemeijer, 2000)'}, {'@type': 'bibr', '@target': '#b9', '#text': '(Brouwers, 1993)'}],",1
1-s2.0-S0264837701000205-main.pdf.tei_59pt_2,"#text': 'In general, [land use ]pattern changes may not be simple to explain and predict",0
1-s2.0-S0303243414001718-main.pdf.tei_24,During this time the land required for [agriculture] increased significantly so that large areas of natural bushland were deforested for [cultivation] purposes,2
1-s2.0-S0304387816300670-main.pdf.tei_5,Reduced farm incomes from negative shocks reduce demand for [urban] services and derived demand for [urban] labor,0
1-s2.0-S0006320709005400-main.pdf.tei_96,"Across plant, invertebrate and vertebrate groups, there is a significant loss of [forest] species as tree cover is reduced and vegetation structure simplified (moving from left to right in Fig",0
